Store,Dept,Date,Weekly_Sales,pred_mean,residual,cv_fold
1,2,2011-02-04,46829.12,43312.582,3516.5379687500026,0
1,2,2011-02-11,47595.35,43322.78,4272.5687499999985,0
1,2,2011-02-18,49202.06,44938.184,4263.876406249998,0
1,2,2011-02-25,46165.25,47180.758,-1015.5078125,0
1,2,2011-03-04,53035.54,49048.56,3986.981406250001,0
1,2,2011-03-11,48465.72,51889.98,-3424.260468749999,0
1,2,2011-03-18,45222.3,52122.254,-6899.953906249997,0
1,2,2011-03-25,44293.54,49704.54,-5410.999062499999,0
1,2,2011-04-01,46991.58,50165.44,-3173.8614062499983,0
1,2,2011-04-08,48501.79,49058.637,-556.8467187499991,0
1,2,2011-04-15,44464.74,50188.52,-5723.779531250002,0
1,2,2011-04-22,46544.56,48851.453,-2306.8931250000023,0
1,2,2011-04-29,43682.41,49340.766,-5658.3556249999965,0
1,2,2011-05-06,50139.92,49373.164,766.7559374999983,0
1,2,2011-05-13,44274.15,47912.008,-3637.8578124999985,0
1,8,2011-02-04,39903.33,36927.33,2976.0018750000017,0
1,8,2011-02-11,36011.09,37269.61,-1258.5193750000035,0
1,8,2011-02-18,35386.72,35575.71,-188.99093749999884,0
1,8,2011-02-25,34195.37,35899.09,-1703.7198437499974,0
1,8,2011-03-04,36369.58,36216.4,153.18156250000175,0
1,8,2011-03-11,34415.39,36506.598,-2091.2076562500006,0
1,8,2011-03-18,33301.63,36329.25,-3027.6200000000026,0
1,8,2011-03-25,32558.92,37236.457,-4677.537031250002,0
1,8,2011-04-01,35319.05,36039.797,-720.7468749999971,0
1,8,2011-04-08,34442.29,36117.18,-1674.8896874999991,0
1,8,2011-04-15,32224.01,36404.22,-4180.208750000002,0
1,8,2011-04-22,32832.06,35311.93,-2479.8696875000023,0
1,8,2011-04-29,32827.42,35316.953,-2489.5331250000017,0
1,8,2011-05-06,37360.03,35116.938,2243.092499999999,0
1,8,2011-05-13,34727.2,35179.78,-452.5812500000029,0
1,13,2011-02-04,38065.42,37850.73,214.68953124999825,0
1,13,2011-02-11,36883.13,36420.293,462.8370312499974,0
1,13,2011-02-18,37604.79,36597.945,1006.8446875000009,0
1,13,2011-02-25,37838.4,37493.133,345.26718750000146,0
1,13,2011-03-04,42277.37,36824.035,5453.334843750003,0
1,13,2011-03-11,37577.97,39142.215,-1564.2448437499988,0
1,13,2011-03-18,36930.48,39096.24,-2165.758281249997,0
1,13,2011-03-25,36745.46,38631.285,-1885.8251562500009,0
1,13,2011-04-01,37630.13,38983.184,-1353.0535937500026,0
1,13,2011-04-08,38076.86,36829.598,1247.2623437500006,0
1,13,2011-04-15,35263.45,37426.605,-2163.155468750003,0
1,13,2011-04-22,35464.71,37205.594,-1740.8837500000009,0
1,13,2011-04-29,34311.69,37458.387,-3146.6967187499977,0
1,13,2011-05-06,40581.52,36623.734,3957.785624999997,0
1,13,2011-05-13,35378.71,36025.246,-646.5360937500009,0
1,38,2011-02-04,86132.01,81772.734,4359.275624999995,0
1,38,2011-02-11,70151.05,83442.38,-13291.332812499997,0
1,38,2011-02-18,75224.27,77037.22,-1812.948749999996,0
1,38,2011-02-25,66624.1,76843.625,-10219.524999999994,0
1,38,2011-03-04,89649.84,86231.83,3418.0118749999965,0
1,38,2011-03-11,65990.45,80031.5,-14041.050000000003,0
1,38,2011-03-18,69452.49,80948.22,-11495.728749999995,0
1,38,2011-03-25,69677.06,80653.414,-10976.354062500002,0
1,38,2011-04-01,74614.02,85102.445,-10488.425312499996,0
1,38,2011-04-08,84294.6,75868.04,8426.560937500006,0
1,38,2011-04-15,76028.75,80362.625,-4333.875,0
1,38,2011-04-22,66718.84,76124.984,-9406.144375000003,0
1,38,2011-04-29,82034.82,78842.08,3192.741875000007,0
1,38,2011-05-06,87761.73,84653.336,3108.394062499996,0
1,38,2011-05-13,100494.82,76877.58,23617.241875000007,0
1,40,2011-02-04,63996.04,64199.19,-203.15140624999913,0
1,40,2011-02-11,67392.25,60834.887,6557.36328125,0
1,40,2011-02-18,65145.21,62939.832,2205.377968749999,0
1,40,2011-02-25,63509.85,64371.496,-861.6460937500015,0
1,40,2011-03-04,68427.08,67068.23,1358.8534375000017,0
1,40,2011-03-11,62499.24,68227.25,-5728.010000000002,0
1,40,2011-03-18,59935.75,66874.83,-6939.078125,0
1,40,2011-03-25,61393.06,62654.29,-1261.2290625000023,0
1,40,2011-04-01,62296.54,63973.574,-1677.0342187499991,0
1,40,2011-04-08,61678.44,70418.68,-8740.239687499998,0
1,40,2011-04-15,59002.81,68613.586,-9610.775937500002,0
1,40,2011-04-22,56157.54,68545.95,-12388.413125,0
1,40,2011-04-29,55277.98,62490.285,-7212.305156249997,0
1,40,2011-05-06,59451.44,63254.723,-3803.2826562499977,0
1,40,2011-05-13,54974.92,65038.855,-10063.935468750002,0
1,72,2011-02-04,62891.35,49455.3,13436.049218749999,0
1,72,2011-02-11,71013.56,62844.137,8169.423281249998,0
1,72,2011-02-18,67900.9,47257.24,20643.661718749994,0
1,72,2011-02-25,50577.46,50605.496,-28.036093750000873,0
1,72,2011-03-04,54450.94,57238.05,-2787.1107812499977,0
1,72,2011-03-11,43535.72,59824.645,-16288.924531249999,0
1,72,2011-03-18,43128.73,54779.312,-11650.582499999997,0
1,72,2011-03-25,42627.73,48212.57,-5584.840312499997,0
1,72,2011-04-01,36258.07,47835.168,-11577.09796875,0
1,72,2011-04-08,36512.94,42635.06,-6122.118593749998,0
1,72,2011-04-15,39638.92,41221.31,-1582.3885937500017,0
1,72,2011-04-22,41104.42,40507.29,597.1309374999983,0
1,72,2011-04-29,33941.57,46776.605,-12835.03546875,0
1,72,2011-05-06,43167.81,48561.668,-5393.857968750002,0
1,72,2011-05-13,41898.67,48154.99,-6256.318281250002,0
1,90,2011-02-04,86958.66,81758.28,5200.3787500000035,0
1,90,2011-02-11,80990.37,86530.68,-5540.309687500005,0
1,90,2011-02-18,75949.49,79065.97,-3116.4787499999948,0
1,90,2011-02-25,72506.47,78394.96,-5888.490937499999,0
1,90,2011-03-04,79030.64,83893.72,-4863.078750000001,0
1,90,2011-03-11,79913.3,83544.24,-3630.942187499997,0
1,90,2011-03-18,80618.9,77739.77,2879.126562499994,0
1,90,2011-03-25,74628.5,83070.58,-8442.078125,0
1,90,2011-04-01,74995.0,80505.72,-5510.71875,0
1,90,2011-04-08,83707.82,80385.375,3322.445000000007,0
1,90,2011-04-15,81817.98,84519.2,-2701.223125000004,0
1,90,2011-04-22,80709.38,82734.57,-2025.1903124999953,0
1,90,2011-04-29,75655.35,82163.586,-6508.235937499994,0
1,90,2011-05-06,85337.89,86462.375,-1124.4850000000006,0
1,90,2011-05-13,81465.8,82573.766,-1107.965624999997,0
1,91,2011-02-04,70369.87,66418.2,3951.6668749999953,0
1,91,2011-02-11,73085.36,66540.95,6544.406875000001,0
1,91,2011-02-18,65075.71,67471.55,-2395.836875000001,0
1,91,2011-02-25,59436.45,63969.453,-4533.003125000003,0
1,91,2011-03-04,66158.1,70279.336,-4121.235937499994,0
1,91,2011-03-11,70447.08,72250.02,-1802.9434374999983,0
1,91,2011-03-18,69243.49,72332.88,-3089.3928124999948,0
1,91,2011-03-25,59363.21,72045.01,-12681.7978125,0
1,91,2011-04-01,59382.04,70594.77,-11212.7334375,0
1,91,2011-04-08,69459.11,86823.05,-17363.936875,0
1,91,2011-04-15,70117.63,88075.47,-17957.838749999995,0
1,91,2011-04-22,61390.07,86676.26,-25286.1878125,0
1,91,2011-04-29,54050.06,77811.09,-23761.033750000002,0
1,91,2011-05-06,67932.66,76247.92,-8315.261874999997,0
1,91,2011-05-13,69132.31,78431.49,-9299.182187500002,0
1,92,2011-02-04,145494.29,139400.22,6094.071250000008,0
1,92,2011-02-11,149699.72,143238.4,6461.313750000001,0
1,92,2011-02-18,129581.85,137058.64,-7476.790624999994,0
1,92,2011-02-25,112865.16,135201.28,-22336.121249999997,0
1,92,2011-03-04,130158.38,202078.56,-71920.1825,0
1,92,2011-03-11,137191.52,202191.42,-64999.90187500001,0
1,92,2011-03-18,134321.31,201511.27,-67189.955625,0
1,92,2011-03-25,114963.63,211998.23,-97034.604375,0
1,92,2011-04-01,118903.28,200461.28,-81558.00125,0
1,92,2011-04-08,140374.76,193541.55,-53166.78687499999,0
1,92,2011-04-15,132197.01,196317.97,-64120.95874999999,0
1,92,2011-04-22,124161.59,209101.1,-84939.50375,0
1,92,2011-04-29,112882.46,199254.8,-86372.336875,0
1,92,2011-05-06,140304.75,177737.6,-37432.84375,0
1,92,2011-05-13,131147.68,192001.02,-60853.33562500001,0
1,95,2011-02-04,114270.08,110228.94,4041.1425000000017,0
1,95,2011-02-11,117548.75,110791.39,6757.359375,0
1,95,2011-02-18,112165.8,111300.88,864.9171875000029,0
1,95,2011-02-25,107742.95,111901.17,-4158.221875000003,0
1,95,2011-03-04,116225.68,113183.29,3042.390937499993,0
1,95,2011-03-11,120621.32,119704.59,916.726250000007,0
1,95,2011-03-18,123405.41,119216.766,4188.6443750000035,0
1,95,2011-03-25,122280.13,121808.7,471.42687500000466,0
1,95,2011-04-01,112905.09,150089.83,-37184.738125,0
1,95,2011-04-08,126746.25,146911.9,-20165.65625,0
1,95,2011-04-15,126834.3,151145.9,-24311.606249999997,0
1,95,2011-04-22,118632.26,152175.81,-33543.552500000005,0
1,95,2011-04-29,111764.31,144714.3,-32949.986875,0
1,95,2011-05-06,120882.84,148805.06,-27922.222500000003,0
1,95,2011-05-13,124953.94,125728.97,-775.0287499999977,0
2,2,2011-02-04,60069.23,64141.617,-4072.387187499997,0
2,2,2011-02-11,70619.64,62722.758,7896.882187499999,0
2,2,2011-02-18,69487.17,64425.465,5061.705156249998,0
2,2,2011-02-25,65829.84,66873.61,-1043.7693750000035,0
2,2,2011-03-04,70042.14,68766.38,1275.7571874999994,0
2,2,2011-03-11,67898.82,70410.29,-2511.469062499993,0
2,2,2011-03-18,64567.4,67882.664,-3315.2640624999985,0
2,2,2011-03-25,60715.5,73002.06,-12286.5625,0
2,2,2011-04-01,65018.79,69963.81,-4945.022499999999,0
2,2,2011-04-08,61878.07,71724.06,-9845.9925,0
2,2,2011-04-15,62959.75,65919.55,-2959.796875,0
2,2,2011-04-22,64738.13,73166.83,-8428.698125000003,0
2,2,2011-04-29,62751.61,75684.78,-12933.17125,0
2,2,2011-05-06,63235.76,71343.62,-8107.857187499998,0
2,2,2011-05-13,62941.61,71097.2,-8155.593124999999,0
2,8,2011-02-04,61456.28,60266.934,1189.3464062499988,0
2,8,2011-02-11,64270.54,58496.41,5774.129843750001,0
2,8,2011-02-18,59644.84,61882.758,-2237.9178125000035,0
2,8,2011-02-25,57192.25,60646.895,-3454.64453125,0
2,8,2011-03-04,61222.4,62589.113,-1366.7132812499985,0
2,8,2011-03-11,57030.11,63917.88,-6887.768906249999,0
2,8,2011-03-18,56264.95,63740.7,-7475.749218750003,0
2,8,2011-03-25,51712.58,64984.043,-13271.462968749998,0
2,8,2011-04-01,57518.97,63879.71,-6360.740937499999,0
2,8,2011-04-08,56757.01,66649.805,-9892.794687499998,0
2,8,2011-04-15,53845.47,66041.875,-12196.404999999999,0
2,8,2011-04-22,56457.56,60024.26,-3566.7017187500023,0
2,8,2011-04-29,54000.05,65233.6,-11233.551562499997,0
2,8,2011-05-06,58734.39,61718.37,-2983.9810937500006,0
2,8,2011-05-13,54463.47,63683.53,-9220.061249999999,0
2,13,2011-02-04,44132.34,48702.613,-4570.2732812500035,0
2,13,2011-02-11,49051.22,46945.207,2106.012968750001,0
2,13,2011-02-18,48013.57,47871.203,142.3668749999997,0
2,13,2011-02-25,47681.17,47599.992,81.17781249999825,0
2,13,2011-03-04,50789.38,46528.074,4261.305781249997,0
2,13,2011-03-11,44920.74,49011.3,-4090.560781250002,0
2,13,2011-03-18,45372.02,48760.844,-3388.823750000003,0
2,13,2011-03-25,42548.15,48290.88,-5742.7289062499985,0
2,13,2011-04-01,43089.07,47575.434,-4486.36359375,0
2,13,2011-04-08,44846.88,45251.68,-404.7996875000026,0
2,13,2011-04-15,42638.48,45596.633,-2958.152812499997,0
2,13,2011-04-22,40836.61,44868.19,-4031.5814062499994,0
2,13,2011-04-29,41067.65,43721.945,-2654.2953124999985,0
2,13,2011-05-06,43964.49,44189.47,-224.97875000000204,0
2,13,2011-05-13,41956.9,43622.766,-1665.8656249999985,0
2,38,2011-02-04,72676.11,105619.5,-32943.39,0
2,38,2011-02-11,106706.53,84222.49,22484.0378125,0
2,38,2011-02-18,92225.47,87860.91,4364.563750000001,0
2,38,2011-02-25,103100.6,86508.87,16591.732812500006,0
2,38,2011-03-04,91932.69,85607.555,6325.135312500002,0
2,38,2011-03-11,99904.49,104844.27,-4939.783437499995,0
2,38,2011-03-18,76017.77,101783.61,-25765.839374999996,0
2,38,2011-03-25,85552.24,92827.39,-7275.150624999995,0
2,38,2011-04-01,91291.69,94811.13,-3519.4428124999977,0
2,38,2011-04-08,100050.64,101974.69,-1924.0475000000006,0
2,38,2011-04-15,97038.99,86712.586,10326.404062500005,0
2,38,2011-04-22,85864.69,99283.44,-13418.747499999998,0
2,38,2011-04-29,76558.97,96037.75,-19478.78,0
2,38,2011-05-06,93612.75,96008.97,-2396.21875,0
2,38,2011-05-13,82152.79,89629.695,-7476.905312500006,0
2,40,2011-02-04,76890.06,85706.55,-8816.486875000002,0
2,40,2011-02-11,90452.83,80104.055,10348.775312500002,0
2,40,2011-02-18,81936.13,86370.66,-4434.526249999995,0
2,40,2011-02-25,78970.78,83248.414,-4277.634062500001,0
2,40,2011-03-04,84898.27,80726.43,4171.840312500004,0
2,40,2011-03-11,84226.54,84846.91,-620.3662500000064,0
2,40,2011-03-18,81929.82,84128.055,-2198.234687499993,0
2,40,2011-03-25,76085.88,83493.125,-7407.244999999995,0
2,40,2011-04-01,77820.37,84584.336,-6763.965937500005,0
2,40,2011-04-08,78530.17,85087.45,-6557.283125000002,0
2,40,2011-04-15,74495.92,83743.66,-9247.736250000002,0
2,40,2011-04-22,72967.41,78898.17,-5930.7618749999965,0
2,40,2011-04-29,71226.32,79403.14,-8176.820624999993,0
2,40,2011-05-06,78544.61,78942.16,-397.5462499999994,0
2,40,2011-05-13,74941.86,73379.84,1562.0162500000006,0
2,72,2011-02-04,105790.7,73494.23,32296.473437499997,0
2,72,2011-02-11,122524.2,97753.48,24770.723437499997,0
2,72,2011-02-18,100128.26,115535.21,-15406.950937500005,0
2,72,2011-02-25,90116.84,119457.37,-29340.527187500003,0
2,72,2011-03-04,95742.36,128558.03,-32815.67125,0
2,72,2011-03-11,85165.47,105650.04,-20484.5690625,0
2,72,2011-03-18,69651.06,86763.6,-17112.541562500002,0
2,72,2011-03-25,60028.37,82834.234,-22805.864374999997,0
2,72,2011-04-01,68017.71,84801.73,-16784.016562499994,0
2,72,2011-04-08,54318.15,85240.1,-30921.9515625,0
2,72,2011-04-15,62796.1,62583.12,212.97890624999854,0
2,72,2011-04-22,70992.73,70570.93,421.8003124999959,0
2,72,2011-04-29,50801.34,76057.29,-25255.949062500003,0
2,72,2011-05-06,48474.75,57922.59,-9447.83984375,0
2,72,2011-05-13,55760.99,62254.51,-6493.521718750002,0
2,90,2011-02-04,109785.82,102020.48,7765.343437500007,0
2,90,2011-02-11,109500.31,108137.26,1363.0521874999977,0
2,90,2011-02-18,93696.04,103532.414,-9836.374062500006,0
2,90,2011-02-25,88072.65,102257.766,-14185.115625000006,0
2,90,2011-03-04,94776.94,104845.23,-10068.286562499998,0
2,90,2011-03-11,93706.47,97136.54,-3430.069062499999,0
2,90,2011-03-18,93986.73,91506.53,2480.198749999996,0
2,90,2011-03-25,84667.29,98016.43,-13349.139687500006,0
2,90,2011-04-01,89736.26,97091.22,-7354.958750000005,0
2,90,2011-04-08,92548.35,95549.234,-3000.884374999994,0
2,90,2011-04-15,94579.01,95674.93,-1095.9196875000052,0
2,90,2011-04-22,95673.12,94748.086,925.0340624999953,0
2,90,2011-04-29,88730.5,93967.055,-5236.5546875,0
2,90,2011-05-06,94918.58,98855.75,-3937.1699999999983,0
2,90,2011-05-13,92653.91,93319.93,-666.0196874999965,0
2,91,2011-02-04,88934.27,83957.44,4976.832500000004,0
2,91,2011-02-11,94029.23,89632.5,4396.729999999996,0
2,91,2011-02-18,82049.29,85460.83,-3411.5381250000064,0
2,91,2011-02-25,76258.99,88338.89,-12079.900624999995,0
2,91,2011-03-04,80599.47,88044.42,-7444.951874999999,0
2,91,2011-03-11,80935.4,90243.5,-9308.100000000006,0
2,91,2011-03-18,81914.43,87772.59,-5858.163750000007,0
2,91,2011-03-25,73603.62,87890.48,-14286.856562500005,0
2,91,2011-04-01,75083.92,84944.82,-9860.900312500002,0
2,91,2011-04-08,82288.05,85349.49,-3061.442187499997,0
2,91,2011-04-15,84537.1,84688.65,-151.54843749999418,0
2,91,2011-04-22,75128.02,82750.84,-7622.823749999996,0
2,91,2011-04-29,69437.98,79838.24,-10400.262187500004,0
2,91,2011-05-06,81755.83,86892.516,-5136.685624999998,0
2,91,2011-05-13,80341.29,81845.44,-1504.1475000000064,0
2,92,2011-02-04,183304.87,173645.61,9659.260624999995,0
2,92,2011-02-11,195482.73,181441.31,14041.41750000001,0
2,92,2011-02-18,161936.54,174976.22,-13039.678749999992,0
2,92,2011-02-25,148922.87,170551.81,-21628.942500000005,0
2,92,2011-03-04,165033.74,221046.6,-56012.85375000001,0
2,92,2011-03-11,165774.06,194413.8,-28639.736875000002,0
2,92,2011-03-18,163448.56,216545.05,-53096.486875,0
2,92,2011-03-25,140248.07,218991.97,-78743.89875,0
2,92,2011-04-01,148964.72,205359.94,-56395.2175,0
2,92,2011-04-08,160178.55,205149.88,-44971.32500000001,0
2,92,2011-04-15,161800.16,206713.66,-44913.49625,0
2,92,2011-04-22,156086.63,224909.17,-68822.541875,0
2,92,2011-04-29,141627.99,213022.61,-71394.61937500001,0
2,92,2011-05-06,158933.97,221377.94,-62443.9675,0
2,92,2011-05-13,152502.5,214034.84,-61532.34375,0
2,95,2011-02-04,145170.94,139709.33,5461.611875000002,0
2,95,2011-02-11,151345.55,145851.72,5493.831249999988,0
2,95,2011-02-18,134010.42,147319.98,-13309.564374999987,0
