node_id,echelon,type,SI,S,L,tau,sigma,mu,safety_stock,holding_cost_weekly,holding_cost_annual
DC_R1,1,dc,0,0,2,2,110865.56122791923,13976843.44605042,322041.6899128422,1610.208449564211,83730.83937733897
WH_R1_A,2,warehouse,0,0,1,1,110865.56122791923,13976843.44605042,227717.86276214608,2277.1786276214607,118413.28863631596
S1_D2,3,store_dept,0,0,1,1,2687.5058236077025,46198.28277310925,5520.13696169022,110.40273923380441,5740.942440157829
S1_D8,3,store_dept,0,0,1,1,2260.7064598268653,35500.78058823529,4643.491068484381,92.86982136968761,4829.230711223756
S1_D13,3,store_dept,0,0,1,1,2427.368795951025,38630.1687394958,4985.815506883405,99.7163101376681,5185.248127158741
S1_D38,3,store_dept,0,0,1,1,12095.506150142315,78910.35327731092,24844.169632392313,496.8833926478463,25837.936417688008
S1_D40,3,store_dept,0,0,1,1,2847.958775925224,58206.31050420168,5849.70732575041,116.9941465150082,6083.695618780426
S1_D72,3,store_dept,0,0,1,1,10506.08336367062,46915.56781512605,21579.49522897945,431.589904579589,22442.67503813863
S1_D90,3,store_dept,0,0,1,1,5328.219103383328,82560.94899159664,10944.162038349354,218.8832407669871,11381.928519883328
S1_D91,3,store_dept,0,0,1,1,4847.977787018709,64426.45840336134,9957.746374536428,199.15492749072857,10356.056229517886
S1_D92,3,store_dept,0,0,1,1,11936.469198600946,135323.5518487395,24517.50773392634,490.35015467852685,25498.208043283397
S1_D95,3,store_dept,0,0,1,1,9196.20452122592,121067.63117647059,18889.004086598037,377.78008173196076,19644.564250061958
S2_D2,3,store_dept,0,0,1,1,3840.362236938494,65859.36487394958,7888.104034671665,157.76208069343332,8203.628196058533
S2_D8,3,store_dept,0,0,1,1,2478.797712356602,58272.883697478996,5091.45050118046,101.82901002360921,5295.108521227679
S2_D13,3,store_dept,0,0,1,1,1921.263612672083,45804.24596638655,3946.275460428458,78.92550920856915,4104.126478845596
S2_D38,3,store_dept,0,0,1,1,9137.879582431622,84531.25714285714,18769.20466231455,375.384093246291,19519.97284880713
S2_D40,3,store_dept,0,0,1,1,4243.1634822638525,77527.2725210084,8715.457792569952,174.30915585139905,9064.07610427275
S2_D72,3,store_dept,0,0,1,1,15533.19569956638,73277.11957983194,31905.183966909342,638.1036793381869,33181.39132558572
S2_D90,3,store_dept,0,0,1,1,5783.98371139426,97330.75739495797,11880.30254320381,237.60605086407622,12355.514644931964
S2_D91,3,store_dept,0,0,1,1,4684.823157482745,80270.69983193277,9622.626765469557,192.45253530939112,10007.53183608834
S2_D92,3,store_dept,0,0,1,1,12643.060529677414,164150.21495798317,25968.846327957406,519.3769265591482,27007.600181075704
S2_D95,3,store_dept,0,0,1,1,7856.114675472312,143430.09638655462,16136.459543420127,322.72919086840255,16781.917925156933
S4_D2,3,store_dept,0,0,1,1,6516.913830214251,94176.43588235293,13385.74100726007,267.71482014520143,13921.170647550474
S4_D8,3,store_dept,0,0,1,1,2938.4396086247298,62929.30285714286,6035.554956115195,120.71109912230389,6276.977154359803
S4_D13,3,store_dept,0,0,1,1,4145.737741457823,69174.80848739496,8515.345320954368,170.30690641908737,8855.959133792543
S4_D38,3,store_dept,0,0,1,1,7320.795420051704,80515.73537815126,15036.9137927862,300.738275855724,15638.390344497648
S4_D40,3,store_dept,0,0,1,1,4483.991679416903,78399.10924369747,9210.118909522318,184.20237819044635,9578.52366590321
S4_D72,3,store_dept,0,0,1,1,19082.815305201824,102107.86176470589,39196.10263688454,783.9220527376908,40763.94674235992
S4_D90,3,store_dept,0,0,1,1,5817.819193394058,89231.1405882353,11949.800623231395,238.9960124646279,12427.792648160652
S4_D91,3,store_dept,0,0,1,1,4612.497818758089,66056.95722689075,9474.070519729114,189.48141039458227,9853.033340518277
S4_D92,3,store_dept,0,0,1,1,13492.286391315312,159117.44529411764,27713.15624776165,554.263124955233,28821.68249767212
S4_D95,3,store_dept,0,0,1,1,9688.503280211742,147772.53957983194,19900.185737554915,398.0037147510983,20696.19316705711
S6_D2,3,store_dept,0,0,1,1,3586.8945691414247,50391.806806722685,7367.481445016486,147.34962890032972,7662.180702817145
S6_D8,3,store_dept,0,0,1,1,2530.522028205382,47703.40310924369,5197.692245933854,103.95384491867708,5405.599935771208
S6_D13,3,store_dept,0,0,1,1,2524.7293978912185,37671.083949579835,5185.794183268562,103.71588366537124,5393.225950599304
S6_D38,3,store_dept,0,0,1,1,7696.298980058395,77184.35899159664,15808.19810503994,316.1639621007988,16440.526029241537
S6_D40,3,store_dept,0,0,1,1,2955.2689963822295,65638.9712605042,6070.122518569099,121.40245037138199,6312.927419311864
S6_D72,3,store_dept,0,0,1,1,21500.927687356903,81294.72336134454,44162.90546983108,883.2581093966216,45929.42168862432
S6_D90,3,store_dept,0,0,1,1,3919.550463125,53832.47294117647,8050.756651258749,161.01513302517498,8372.786917309098
S6_D91,3,store_dept,0,0,1,1,2726.773951549634,45307.94546218487,5600.793696482948,112.01587392965895,5824.825444342266
S6_D92,3,store_dept,0,0,1,1,7620.9352315091755,98912.983697479,15653.400965519846,313.06801931039695,16279.537004140642
S6_D95,3,store_dept,0,0,1,1,7168.341793486035,89168.65546218488,14723.774043820315,294.4754808764063,15312.72500557313
S8_D2,3,store_dept,0,0,1,1,2790.4659787746164,35768.36218487395,5731.617120403062,114.63234240806123,5960.881805219185
