node_id,echelon,type,SI,S,L,tau,sigma,mu,safety_stock,holding_cost_weekly,holding_cost_annual
DC_R1,1,dc,0,0,2,2,110865.56122791923,13976843.44605042,364687.9117513491,1823.4395587567456,94818.85705535077
WH_R1_A,2,warehouse,0,0,1,1,110865.56122791923,13976843.44605042,257873.29541614014,2578.7329541614013,134094.11361639286
S1_D2,3,store_dept,0,0,1,1,2687.5058236077025,46198.28277310925,6251.138545711517,125.02277091423034,6501.184087539978
S1_D8,3,store_dept,0,0,1,1,2260.7064598268653,35500.78058823529,5258.403225557288,105.16806451114577,5468.73935457958
S1_D13,3,store_dept,0,0,1,1,2427.368795951025,38630.1687394958,5646.059819382084,112.92119638764169,5871.902212157368
S1_D38,3,store_dept,0,0,1,1,12095.506150142315,78910.35327731092,28134.147305231025,562.6829461046206,29259.51319744027
S1_D40,3,store_dept,0,0,1,1,2847.958775925224,58206.31050420168,6624.352112802071,132.48704225604143,6889.326197314154
S1_D72,3,store_dept,0,0,1,1,10506.08336367062,46915.56781512605,24437.14990389786,488.7429980779572,25414.635900053774
S1_D90,3,store_dept,0,0,1,1,5328.219103383328,82560.94899159664,12393.437634469621,247.86875268939244,12889.175139848407
S1_D91,3,store_dept,0,0,1,1,4847.977787018709,64426.45840336134,11276.396332605518,225.52792665211038,11727.45218590974
S1_D92,3,store_dept,0,0,1,1,11936.469198600946,135323.5518487395,27764.2273559458,555.2845471189161,28874.796450183636
S1_D95,3,store_dept,0,0,1,1,9196.20452122592,121067.63117647059,21390.37171637149,427.8074343274298,22245.98658502635
S2_D2,3,store_dept,0,0,1,1,3840.362236938494,65859.36487394958,8932.682563118937,178.65365126237873,9289.989865643694
S2_D8,3,store_dept,0,0,1,1,2478.797712356602,58272.883697478996,5765.683478941456,115.31366957882912,5996.310818099114
S2_D13,3,store_dept,0,0,1,1,1921.263612672083,45804.24596638655,4468.859163075265,89.37718326150531,4647.613529598276
S2_D38,3,store_dept,0,0,1,1,9137.879582431622,84531.25714285714,21254.707908735953,425.09415817471904,22104.89622508539
S2_D40,3,store_dept,0,0,1,1,4243.1634822638525,77527.2725210084,9869.59825974572,197.3919651949144,10264.38219013555
S2_D72,3,store_dept,0,0,1,1,15533.19569956638,73277.11957983194,36130.2131971914,722.604263943828,37575.42172507905
S2_D90,3,store_dept,0,0,1,1,5783.98371139426,97330.75739495797,13453.54611270305,269.07092225406103,13991.687957211174
S2_D91,3,store_dept,0,0,1,1,4684.823157482745,80270.69983193277,10896.898664304865,217.9379732860973,11332.774610877059
