node_id,echelon,type,SI,S,L,tau,sigma,mu,safety_stock,holding_cost_weekly,holding_cost_annual
DC_R1,1,dc,0,1,1,0,198202.68146165277,13976843.44605042,0.0,0.0,0.0
WH_R1_A,2,warehouse,1,0,1,2,198202.68146165277,13976843.44605042,461095.0137648343,4610.950137648343,239769.40715771384
S1_D2,3,store_dept,0,0,1,1,3599.618688681478,46198.28277310925,5921.372742881032,118.42745485762063,6158.2276525962725
S1_D8,3,store_dept,0,0,1,1,2445.8619434587476,35500.78058823529,4023.44289698964,80.4688579397928,4184.380612869226
S1_D13,3,store_dept,0,0,1,1,2522.4856376761186,38630.1687394958,4149.488873977215,82.9897774795443,4315.468428936304
S1_D38,3,store_dept,0,0,1,1,12095.506150142315,78910.35327731092,19897.107616984107,397.94215233968214,20692.99192166347
S1_D40,3,store_dept,0,0,1,1,4312.366130019231,58206.31050420168,7093.842283881635,141.8768456776327,7377.595975236901
S1_D72,3,store_dept,0,0,1,1,24302.016433877656,46915.56781512605,39976.817033728745,799.536340674575,41575.889715077894
S1_D90,3,store_dept,0,0,1,1,8427.659246418902,82560.94899159664,13863.499460359093,277.2699892071819,14418.039438773458
S1_D91,3,store_dept,0,0,1,1,6147.907617183285,64426.45840336134,10113.308030266504,202.26616060533007,10517.840351477163
S1_D92,3,store_dept,0,0,1,1,17223.05138810475,135323.5518487395,28331.919533432312,566.6383906686463,29465.196314769604
S1_D95,3,store_dept,0,0,1,1,10321.472404849907,121067.63117647059,16978.822105978095,339.57644211956193,17657.97499021722
S2_D2,3,store_dept,0,0,1,1,5087.603401757657,65859.36487394958,8369.107595891346,167.38215191782692,8703.871899726999
S2_D8,3,store_dept,0,0,1,1,3755.663576728374,58272.883697478996,6178.066583718176,123.56133167436352,6425.189247066903
S2_D13,3,store_dept,0,0,1,1,2953.048662485483,45804.24596638655,4857.76504978862,97.1553009957724,5052.075651780165
S2_D38,3,store_dept,0,0,1,1,9737.308249893094,84531.25714285714,16017.87207107414,320.3574414214828,16658.586953917107
S2_D40,3,store_dept,0,0,1,1,5176.110337301781,77527.2725210084,8514.70150486143,170.2940300972286,8855.289565055888
S2_D72,3,store_dept,0,0,1,1,36672.80254076826,73277.11957983194,60326.76017956378,1206.5352035912756,62739.830586746335
S2_D90,3,store_dept,0,0,1,1,9255.774447136242,97330.75739495797,15225.748965539118,304.5149793107824,15834.778924160684
S2_D91,3,store_dept,0,0,1,1,5518.932276402009,80270.69983193277,9078.643594681305,181.57287189362611,9441.789338468558
