node_id,echelon,type,SI,S,L,tau,sigma,mu,safety_stock,holding_cost_weekly,holding_cost_annual
DC_R1,1,dc,0,0,2,2,110865.56122791923,13976843.44605042,257915.5695747933,1289.5778478739664,67058.04808944625
WH_R1_A,2,warehouse,0,0,1,1,110865.56122791923,13976843.44605042,182373.84821992714,1823.7384821992714,94834.40107436212
S1_D2,3,store_dept,0,0,1,1,2687.5058236077025,46198.28277310925,4420.947079834671,44.209470798346715,2298.892481514029
S1_D8,3,store_dept,0,0,1,1,2260.7064598268653,35500.78058823529,3718.8621264151934,37.188621264151934,1933.8083057359006
S1_D13,3,store_dept,0,0,1,1,2427.368795951025,38630.1687394958,3993.021669339436,39.93021669339436,2076.371268056507
S1_D38,3,store_dept,0,0,1,1,12095.506150142315,78910.35327731092,19897.107616984107,198.97107616984107,10346.495960831735
S1_D40,3,store_dept,0,0,1,1,2847.958775925224,58206.31050420168,4684.892186396994,46.848921863969935,2436.1439369264367
S1_D72,3,store_dept,0,0,1,1,10506.08336367062,46915.56781512605,17282.50713323817,172.8250713323817,8986.903709283848
S1_D90,3,store_dept,0,0,1,1,5328.219103383328,82560.94899159664,8764.920425065575,87.64920425065576,4557.7586210341
S1_D91,3,store_dept,0,0,1,1,4847.977787018709,64426.45840336134,7974.923459645776,79.74923459645777,4146.960199015804
S1_D92,3,store_dept,0,0,1,1,11936.469198600946,135323.5518487395,19635.491831698557,196.35491831698556,10210.455752483249
S1_D95,3,store_dept,0,0,1,1,9196.20452122592,121067.63117647059,15127.756437416638,151.2775643741664,7866.433347456652
S2_D2,3,store_dept,0,0,1,1,3840.362236938494,65859.36487394958,6317.395879763822,63.17395879763823,3285.045857477188
S2_D8,3,store_dept,0,0,1,1,2478.797712356602,58272.883697478996,4077.6222368266103,40.776222368266104,2120.3635631498373
S2_D13,3,store_dept,0,0,1,1,1921.263612672083,45804.24596638655,3160.4786428455764,31.604786428455764,1643.4488942796997
S2_D38,3,store_dept,0,0,1,1,9137.879582431622,84531.25714285714,15031.811913100019,150.3181191310002,7816.54219481201
S2_D40,3,store_dept,0,0,1,1,4243.1634822638525,77527.2725210084,6980.003928324038,69.80003928324038,3629.6020427285
S2_D72,3,store_dept,0,0,1,1,15533.19569956638,73277.11957983194,25552.106925786695,255.52106925786694,13287.09560140908
S2_D90,3,store_dept,0,0,1,1,5783.98371139426,97330.75739495797,9514.653205243558,95.14653205243557,4947.6196667266495
S2_D91,3,store_dept,0,0,1,1,4684.823157482745,80270.69983193277,7706.534094059116,77.06534094059116,4007.39772891074
S2_D92,3,store_dept,0,0,1,1,12643.060529677414,164150.21495798317,20797.834571319345,207.97834571319345,10814.87397708606
S2_D95,3,store_dept,0,0,1,1,7856.114675472312,143430.09638655462,12923.308641151954,129.23308641151954,6720.120493399016
S4_D2,3,store_dept,0,0,1,1,6516.913830214251,94176.43588235293,10720.323250702442,107.20323250702442,5574.56809036527
S4_D8,3,store_dept,0,0,1,1,2938.4396086247298,62929.30285714286,4833.733156187681,48.33733156187681,2513.5412412175942
S4_D13,3,store_dept,0,0,1,1,4145.737741457823,69174.80848739496,6819.738584698119,68.19738584698119,3546.264064043022
S4_D38,3,store_dept,0,0,1,1,7320.795420051704,80515.73537815126,12042.708465985053,120.42708465985054,6262.208402312228
S4_D40,3,store_dept,0,0,1,1,4483.991679416903,78399.10924369747,7376.166312640806,73.76166312640805,3835.6064825732187
S4_D72,3,store_dept,0,0,1,1,19082.815305201824,102107.86176470589,31391.231177057,313.91231177057,16323.44021206964
S4_D90,3,store_dept,0,0,1,1,5817.819193394058,89231.1405882353,9570.312573133226,95.70312573133226,4976.562538029278
S4_D91,3,store_dept,0,0,1,1,4612.497818758089,66056.95722689075,7587.558911857057,75.87558911857057,3945.5306341656697
S4_D92,3,store_dept,0,0,1,1,13492.286391315312,159117.44529411764,22194.811113713688,221.9481111371369,11541.301779131118
S4_D95,3,store_dept,0,0,1,1,9688.503280211742,147772.53957983194,15937.587895948316,159.37587895948317,8287.545705893124
